,SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,Quarter
1828,1827,20150807,iOrderFresh,Grocery retail Mobile app,NA,New Delhi,Best Foodworks,Seed Funding,NA,NA,15,2015-Qtr3
1829,1828,20150810,MyTaxiIndia,Taxi Rental platform,NA,Gurgaon,"Nihon Kotsu,",Private Equity,"500,000",Pre Series-A,15,2015-Qtr3
1830,1829,20150810,eSadar,ecommerce,NA,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,"80,000",NA,15,2015-Qtr3
1831,1830,20150810,Actionable Analytics,Machine Learning Platform,NA,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,NA,NA,15,2015-Qtr3
1832,1831,20150810,MyPoolin,mobile social network,NA,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"250,000",QPrize Contest Winners,15,2015-Qtr3
1833,1832,20150810,NearBuy (previously  groupon India),Hyper-Local Ecommerce,NA,New Delhi,Sequoia Capital,Private Equity,"16,000,000",Series A,15,2015-Qtr3
1834,1833,20150810,Inkmonk,Online printing marketplace,NA,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"250,000",NA,15,2015-Qtr3
1835,1834,20150810,ToneTag,mobile payment software platform,NA,Bangalore,Reliance Capital Venture,Private Equity,"1,000,000",Series A,15,2015-Qtr3
1836,1835,20150810,Grey Orange,Automated Storage & Warehousing Solution,NA,Gurgaon,Tiger Global Management,Private Equity,"30,000,000",Series B,15,2015-Qtr3
1837,1836,20150811,Livspace,Home Design & Décor solutions,NA,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,"8,000,000",Series A,15,2015-Qtr3
1838,1837,20150811,WOW! MOMO,Quick Service Restaurant Chain,NA,Kolkata,Indian Angel Network,Seed Funding,"1,600,000",NA,15,2015-Qtr3
1839,1838,20150811,RainCan,Subscription based Online Grocery platform,NA,Pune,Ajeet Khurana & Others,Seed Funding,"100,000",NA,15,2015-Qtr3
1840,1839,20150811,Allygrow Technologies,engineering services company,NA,Mumbai,Zodius Technology Fund,Private Equity,"20,000,000",Series A,15,2015-Qtr3
1841,1840,20150811,Infogain,Business and IT consulting,NA,New Delhi / US,ChrysCapital,Private Equity,"63,000,000",NA,15,2015-Qtr3
1842,1841,20150812,OneAssist,Credit Card Fraud protection solutions,NA,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"7,500,000",Series B,15,2015-Qtr3
1843,1842,20150812,BigBasket,Online & mobile Grocery store,NA,Bangalore,Bessemer Venture Partners,Private Equity,"50,000,000",Series C,15,2015-Qtr3
1844,1843,20150812,Sheroes,Career Community for Women,NA,Noida,"Quintillion Media, 500 Startups",Seed Funding,"770,000",NA,15,2015-Qtr3
1845,1844,20150812,Scripbox,Mutual Fund Investing platform,NA,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,"2,500,000",Series A,15,2015-Qtr3
1846,1845,20150813,betaout,Ecommerce Marketing Software Platform,NA,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &  Group of other Angel investors",Seed Funding,"500,000",NA,15,2015-Qtr3
1847,1846,20150813,IFMR Holdings,Financial Inclusion platform,NA,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"25,000,000",Series B,15,2015-Qtr3
1848,1847,20150813,Massblurb,Digital Marketing automation solution,NA,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,NA,NA,15,2015-Qtr3
1849,1848,20150813,Agrostar,Mobile Commerce for Farmers,NA,Pune,IDG Ventures,Private Equity,"4,000,000",Series A,15,2015-Qtr3
1850,1849,20150814,VoxWeb,Picture based Social App,NA,Mumbai,Jitendra Gupta & others,Seed Funding,"100,000",NA,15,2015-Qtr3
1851,1850,20150814,Trukky,Logistics service platform,NA,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"245,000",NA,15,2015-Qtr3
1852,1851,20150814,VanityCube,On-Demand Beauty Services,NA,New Delhi,Group of angel investors,Seed Funding,NA,NA,15,2015-Qtr3
1853,1852,20150817,Edu4Share,Exam Preparation Platform,NA,New Delhi,Nalin Jain & other angel investors,Seed Funding,"220,000",NA,15,2015-Qtr3
1854,1853,20150817,YourStory,Startup Focused Online Publisher,NA,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,NA,NA,15,2015-Qtr3
1855,1854,20150817,Sampurnearth,Waste Management Solutions,NA,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"160,000",NA,15,2015-Qtr3
1856,1855,20150817,Orobind,App based Fitness coaching,NA,Bangalore,Existing & New Investors,Private Equity,NA,pre series A,15,2015-Qtr3
1857,1856,20150817,Fixy,On demand cleaning & fixing services,NA,Mumbai,VentureNursery,Seed Funding,NA,NA,15,2015-Qtr3
1858,1857,20150817,MSM Box,Beauty & Lifestyle platform,NA,New Delhi,Rohit Goel,Seed Funding,NA,NA,15,2015-Qtr3
1859,1858,20150817,ShadowFax,on-demand delivery service,NA,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,"310,000",NA,15,2015-Qtr3
1860,1859,20150817,Gadgets 360,Car & Bike ecommerce platform,NA,New Delhi,One97 Communications,Private Equity,NA,Strategic Investment,15,2015-Qtr3
1861,1860,20150818,Roposo,Fashion Discovery platform,NA,Gurgaon,Tiger Global,Private Equity,"15,000,000",Series B,15,2015-Qtr3
1862,1861,20150818,IntelligenceNODE,Data Analytics Platform,NA,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,"4,200,000",Series A,15,2015-Qtr3
1863,1862,20150818,HyperVerge,Deep Learning Cloud Algorithms,NA,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"1,000,000",NA,15,2015-Qtr3
1864,1863,20150818,Twyst,Location based engagement & rewards platform,NA,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,NA,NA,15,2015-Qtr3
1865,1864,20150818,IDfy,Online Identity Verification Services platform,NA,Mumbai,"NEA, Blume Ventures & others",Private Equity,NA,Series A,15,2015-Qtr3
1866,1865,20150818,Zoojoo.be,Corporate Wellness App,NA,Bangalore,RoundGlass Partners,Private Equity,"1,000,000",Series A,15,2015-Qtr3
1867,1866,20150819,Fashionove,Fashion Search & Review Platform,NA,Kolkata,Umesh Yadav,Seed Funding,NA,NA,15,2015-Qtr3
1868,1867,20150819,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",NA,Mumbai,Unilazer Ventures,Private Equity,"2,400,000",NA,15,2015-Qtr3
1869,1868,20150819,Envoged,pre-owned Luxury online apparel seller,NA,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,NA,NA,15,2015-Qtr3
1870,1869,20150819,MebelKart,Online Furniture Marketplace,NA,Bangalore,AskMe,Private Equity,"20,000,000",NA,15,2015-Qtr3
1871,1870,20150820,LabsAdvisor,Online Diagnostic Tests Marketplace,NA,New Delhi,Group of Angel Investors,Seed Funding,"156,000",NA,15,2015-Qtr3
1872,1871,20150820,Flatpebble,Online marketplace for Photographers,NA,Hyderabad,Indian Angel Network,Seed Funding,"600,000",NA,15,2015-Qtr3
1873,1872,20150820,Bluegape.com,Visual Blogging platform,NA,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"600,000",NA,15,2015-Qtr3
1874,1873,20150821,ePoise,Job Search Platform,NA,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"500,000",NA,15,2015-Qtr3
1875,1874,20150824,Jolly Food Fellow,Food Customer analytics platform,NA,Ahmedabad,The 1947,Seed Funding,"300,000",NA,15,2015-Qtr3
1876,1875,20150824,BookMeIn,Professional Service Appointment booking service,NA,Mumbai,Ajmera Group of Companies,Seed Funding,"400,000",NA,15,2015-Qtr3
1877,1876,20150824,iZofy,Scientific Horoscope Online Assistance platform,NA,Kolkata,Prime Capital Markets Ltd,Seed Funding,NA,NA,15,2015-Qtr3
1878,1877,20150824,rBus,Tech enabled AC bus service,NA,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,NA,NA,15,2015-Qtr3
1879,1878,20150825,Qyk App,On-Demand App based Professional service provider,NA,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"1,000,000",pre-series A,15,2015-Qtr3
1880,1879,20150825,EazyDiner,Restaurant Reservation Platform,NA,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"3,000,000",Series A,15,2015-Qtr3
1881,1880,20150825,RevX,Cross-channel CRM platform,NA,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,"4,000,000",Series A,15,2015-Qtr3
1882,1881,20150825,ICustomMadeIt,Professional Custom creators Marketplace,NA,Pune,Group of Angel Investors,Seed Funding,"250,000",NA,15,2015-Qtr3
1883,1882,20150826,PickMyLaundry,on-Demand Washing & Dry-Cleaning,NA,New Delhi,GHV Accelerator,Seed Funding,"100,000",NA,15,2015-Qtr3
1884,1883,20150826,Belita,On-Demand Beauty Service,NA,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,"400,000",NA,15,2015-Qtr3
1885,1884,20150826,EzySolare,solar products and services marketplace,NA,Ahmedabad,Infuse Ventures,Seed Funding,NA,NA,15,2015-Qtr3
1886,1885,20150826,FoodTalkIndia,Online Food Community Platform,NA,Gurgaon,Undisclosed Investor,Seed Funding,"500,000",NA,15,2015-Qtr3
1887,1886,20150827,InstaSafe,Private Cloud Networks SAAS platform,NA,Bangalore,Group of Investors,Seed Funding,NA,NA,15,2015-Qtr3
1888,1887,20150827,Eazy Coach,Education Marketplace,NA,Kolkata,Ravi Agarwal,Seed Funding,NA,NA,15,2015-Qtr3
1889,1888,20150827,Djubo.com,Cloud Based Hotel Sales Platform,NA,New Delhi,Ibibo Group,Private Equity,NA,Strategic Investment,15,2015-Qtr3
1890,1889,20150828,BetterButter.in,online recipe sharing platform,NA,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,NA,NA,15,2015-Qtr3
1891,1890,20150828,Vyomo,Beauty & Lifestyle Mobile Marketplace,NA,Bangalore,Rocket Internet,Private Equity,"2,000,000",Pre-Series A,15,2015-Qtr3
1892,1891,20150828,RollMafia,QSR Restaurant Chain,NA,Pune,Equentia Natural Resources,Seed Funding,"160,000",NA,15,2015-Qtr3
1893,1892,20150829,iamwire,Digital Media publishing platform,NA,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,NA,NA,15,2015-Qtr3
1894,1893,20150831,DropKaffe,Online Coffee Delivery platform,NA,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"300,000",NA,15,2015-Qtr3
1895,1894,20150831,Reverie,Language Localization Cloud platform,NA,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"4,000,000",Series A,15,2015-Qtr3
1896,1895,20150831,Infinite Analytics,Big Data & predictive Analysis Platform,NA,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,NA,Bridge Round,15,2015-Qtr3
1897,1896,20150701,Parcelled,Online Logistics Platform,NA,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,NA,NA,15,2015-Qtr3
1898,1897,20150701,Retigence Technologies,Business IT Intelligence Services,NA,Mumbai,Omnivore Partners,Private Equity,NA,Series A,15,2015-Qtr3
1899,1898,20150701,Cloudcherry Analytics,CRM / Analytics platform,NA,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,"1,000,000",NA,15,2015-Qtr3
1900,1899,20150701,HandyHome,Hyperlocal Electronics repair Service,NA,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,"630,000",NA,15,2015-Qtr3
1901,1900,20150701,iDreamCareer,Ed-Tech Platform,NA,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,NA,NA,15,2015-Qtr3
1902,1901,20150701,Ola Cabs,Cab rental Mobile app,NA,Bangalore,Ratan Tata,Private Equity,NA,Personal Investment,15,2015-Qtr3
1903,1902,20150701,NxtGen,IT infrastructure & Data Center services,NA,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,"13,500,000",Series A,15,2015-Qtr3
1904,1903,20150702,BankBazaar,Online Financial Services,NA,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,"60,000,000",Series C(More here),15,2015-Qtr3
1905,1904,20150702,Gozoomo,Used Car Marketplace,NA,Bangalore,SAIF Partners,Private Equity,"5,000,000",Series A,15,2015-Qtr3
1906,1905,20150702,Zenatix,Internet of Things platform,NA,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,"161,000",NA,15,2015-Qtr3
1907,1906,20150703,CultureAlley,Language Learning App,NA,Jaipur,Tiger Global,Private Equity,"6,500,000",Series A,15,2015-Qtr3
1908,1907,20150703,Goqii,Mobile Fitness Marketplace,NA,Mumbai,Vijay Shekhar Sharma,Private Equity,NA,Pre-Series A,15,2015-Qtr3
1909,1908,20150703,Gingercrush,Custom Merchandize platform,NA,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,"1,000,000",NA,15,2015-Qtr3
1910,1909,20150704,Elanic,P2P Pre-owned goods marketplace,NA,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,NA,NA,15,2015-Qtr3
1911,1910,20150704,Stitchwood,Custom Furniture Marketplace,NA,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,"395,000",NA,15,2015-Qtr3
1912,1911,20150705,Urban Tailor,Online Tailoring Services,NA,Bangalore,Group of angel investors,Seed Funding,NA,NA,15,2015-Qtr3
1913,1912,20150706,ConfirmtTkt,Rail Ticket Confirmation predictor,NA,Bangalore,Pravin Agarwala & others,Seed Funding,NA,NA,15,2015-Qtr3
1914,1913,20150706,Paper Boat,Ethnic Beverages manufacturer,NA,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,"30,000,000",Series B,15,2015-Qtr3
1915,1914,20150706,getNow,Hyperlocal Goods marketplace,NA,Nagpur,Atulya Mittal,Seed Funding,NA,NA,15,2015-Qtr3
1916,1915,20150707,Wudstay,Budget Accommodation aggregator,NA,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,"3,000,000",Series A,15,2015-Qtr3
1917,1916,20150707,Liases Foras,Real Estate Rating & Analysis,NA,New Delhi,DMG information Asia Pacific,Private Equity,"5,000,000",Series A,15,2015-Qtr3
1918,1917,20150707,Eatlo,Food Delivery platform,NA,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,NA,NA,15,2015-Qtr3
1919,1918,20150707,IndiaLends,Financial Tech,NA,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,NA,Pre-Series A,15,2015-Qtr3
1920,1919,20150708,Quinto,Food Discovery App,NA,Pune,Jaydeep Barman,Seed Funding,NA,NA,15,2015-Qtr3
1921,1920,20150708,Saavn,Music Streaming App,NA,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,"100,000,000",Series C,15,2015-Qtr3
1922,1921,20150708,Flytxt,Big Data & Analytics platform,NA,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,"11,000,000",Series A,15,2015-Qtr3
1923,1922,20150708,Axtria,Big Data & Analytics platform,NA,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,"30,000,000",Series C,15,2015-Qtr3
1924,1923,20150708,33Coupons,Coupon Aggregator Platform,NA,Kanpur,Not Disclosed,Seed Funding,"20,000",NA,15,2015-Qtr3
1925,1924,20150708,Ampere,Electric Scooter manufacturer,NA,Coimbatore,Ratan Tata,Seed Funding,NA,NA,15,2015-Qtr3
1926,1925,20150708,Hopping Chef,Online Food-Tech Platform,NA,Mumbai,Mirah Hospitality,Seed Funding,"470,000",Strategic Investment,15,2015-Qtr3
1927,1926,20150708,Collectabillia,Celebrity Fashion Brand,NA,Bangalore,Accel Partners,Private Equity,"7,500,000",Series B,15,2015-Qtr3
1928,1927,20150708,Lendingkart,Online Finance lending platform,NA,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,"10,000,000",Series A,15,2015-Qtr3
1929,1928,20150708,Lybrate,Healthcare Mobile App,NA,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,"10,200,000",Series A,15,2015-Qtr3
1930,1929,20150708,Zoomcar,Self-driven vehicle rental,NA,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,"11,000,000",Series B,15,2015-Qtr3
1931,1930,20150709,News in shorts,News Aggregator mobile app,NA,Noida,Tiger Global,Private Equity,"20,000,000",Series B,15,2015-Qtr3
1932,1931,20150709,Bluestone,Online Jewellery Store,NA,Bangalore,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,"16,200,000",NA,15,2015-Qtr3
1933,1932,20150709,Shopsity,Fashion Info Aggregator App,NA,Gurgaon,"Sandeep Aggarwal, Teruhide Sato",Seed Funding,NA,NA,15,2015-Qtr3
1934,1933,20150709,Notesgen,Online Study Notes Marketplace,NA,New Delhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,NA,NA,15,2015-Qtr3
1935,1934,20150710,Infinity Assurance,Warranty Programs Service Administration,NA,New Delhi,Indian Angel Network,Seed Funding,"600,000",NA,15,2015-Qtr3
1936,1935,20150710,Footprints Education,Pre-School Chain,NA,Gurgaon,"LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,"685,000",NA,15,2015-Qtr3
1937,1936,20150710,Loylty Rewards,Premium Loyalty Rewards Point Management,NA,Mumbai,IndianIdeas.com,Private Equity,"19,350,000",Late Stage,15,2015-Qtr3
1938,1937,20150713,Ameyo,Contact Center Software Platform,NA,Gurgaon,Forum Synergies PE Fund,Private Equity,"5,000,000",Series A,15,2015-Qtr3
1939,1938,20150713,Mamagoto,Casual Dining restaurant Chain,NA,New Delhi,Goldman Sachs,Private Equity,"10,000,000",Series A,15,2015-Qtr3
1940,1939,20150713,Satvacart,Online Grocery Delivery,NA,Gurgaon,Palaash Ventures,Seed Funding,NA,NA,15,2015-Qtr3
1941,1940,20150714,MySmartPrice,Online comparison engine,NA,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,"10,000,000",Series B,15,2015-Qtr3
1942,1941,20150714,Zenify,Residential Rental management platform,NA,Bangalore,Atul Jalan,Seed Funding,NA,NA,15,2015-Qtr3
1943,1942,20150714,Boxmyspace,Physical Storage warehouses,NA,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,"300,000",NA,15,2015-Qtr3
1944,1943,20150714,HackerRank,Tech Recruitment platform,NA,Bangalore,HR Technology fund,Private Equity,"7,500,000",Series C,15,2015-Qtr3
1945,1944,20150714,WickedRide,Bike Rental Platform,NA,Bangalore,Undisclosed,Seed Funding,"790,000",NA,15,2015-Qtr3
1946,1945,20150714,WoWexpress,Tech enabled logistics platform,NA,Mumbai,Tamarind Family Private Trust,Seed Funding,"500,000",NA,15,2015-Qtr3
1947,1946,20150715,Oyo Rooms,Budget Hotel Accommodation,NA,Gurgaon,"Softbank, Sequoia Capital",Private Equity,"100,000,000",Series B,15,2015-Qtr3
1948,1947,20150715,Mobikon,Restaurant customer engagement platform,NA,Pune,Jungle Ventures,Private Equity,"2,300,000",Series B,15,2015-Qtr3
1949,1948,20150715,InstaLively.com,Live video streaming app,NA,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,NA,NA,15,2015-Qtr3
1950,1949,20150715,Roadrunnr,Hyper local logistics platform,NA,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,"11,000,000",Series A,15,2015-Qtr3
1951,1950,20150716,Ketto,Crowd Funding Platform,NA,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,"700,000",NA,15,2015-Qtr3
1952,1951,20150717,QuikWallet,F&B sector Mobile Payment platform,NA,Mumbai,Snow Leopard Technology Ventures,Private Equity,"1,600,000",Follow on Funding,15,2015-Qtr3
1953,1952,20150717,Omnikart,Industrial Supplies B2B ecommerce,NA,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,"100,000",NA,15,2015-Qtr3
1954,1953,20150720,Zo Rooms,Online budget hotel chain,NA,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,"15,000,000",No confirmation,15,2015-Qtr3
1955,1954,20150720,Innoviti,Payment Solutions platform,NA,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,"4,850,000",Series A,15,2015-Qtr3
1956,1955,20150721,ZenRadius,Online Hiring Platform,NA,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,NA,NA,15,2015-Qtr3
1957,1956,20150721,Joy by nature,Organic Food ecommerce,NA,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,"1,000,000",Series A,15,2015-Qtr3
1958,1957,20150722,Iqlect,Big Data & Analytics platform,NA,Bangalore,Exfinity Venture Partners,Private Equity,"2,000,000",Series A,15,2015-Qtr3
1959,1958,20150722,deGustibus,Fine Dining Restaurant Chain,NA,Mumbai,India Value Fund Advisors,Private Equity,"30,000,000",Late Stage,15,2015-Qtr3
1960,1959,20150723,Nestaway,Luxury Rental Homes,NA,Bangalore,"Flipkart, Tiger Global",Private Equity,"12,750,000",Series A,15,2015-Qtr3
1961,1960,20150723,Mswipe,Mobile Point of Sale payment solution,NA,NA,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,"25,000,000",Series B,15,2015-Qtr3
